location text user_id weibo_created_at 
[39.67844, 116.109924] 也许生活就像一本掉了页的黄历，没有人会把它粘好并一页一页的回忆。 Fri Oct 11 22:08:28 2013 
[39.912041, 116.458374] 体验在云端的感觉-北京国贸大酒店85楼顶楼的直升飞机停机坪，professional 的Excom团队邀请客户体验在云端喝蓝莓混合果汁。以及在79层的包厢午宴。充分体验香格里拉中国区顶级酒店的服务，赞不绝口！ Fri Oct 11 23:51:15 2013 
[39.908504, 116.477005] 刘能与赵四上山采蘑菇，刘能说颜色鲜艳的有毒，不能吃。赵给狗吃，结果狗吃了没事，摇头摆尾出去溜达。他俩一看没事，就全吃了。赵出去转了一圈说狗死了。把刘能吓坏了，把准备好的肥皂水喝了，吐的死去活来。问赵，狗死的惨不？赵说，一出门就让大卡车轧死了！ Fri Oct 11 22:36:43 2013 
[39.908352, 116.463051] 乞丐伸手向一铁路工人要钱：老板给点钱吧，一块五毛都可以。工人愤怒：老子一月工资2600,31天没休息，24h待命，一个月44640分钟赚2600，每分钟赚0.058元，一分钟6分钱都不到，你花15.7秒说13字就跟我要1块钱，老子要花1030秒，你居然还跟我要钱？乞丐听后无语给了工人2块。 Fri Oct 11 20:07:59 2013 
[39.908001, 116.457039] 愿鑫鑫永远十八岁，开心，越来越漂亮，幸福… 生日快乐！ Fri Oct 11 19:06:25 2013 
[39.908001, 116.457039] 经过一夜的努力终于弄好了，想喝茶，聊天，上香，看牌的朋友可以来找我哈 Fri Oct 11 14:27:07 2013 
[39.909392, 116.466292] 公公说俄罗斯那么穷，还免费医疗……中毒太深哇，大天朝思想根深蒂固，老一辈人活在新闻联播里是幸福的，可某国政府富得流油，跟人民没一点关系，即使有人在家自己锯腿 Fri Oct 11 11:27:01 2013 
[39.9097941093, 116.458372307] 我在国贸写字楼1座。消防演习，从29楼绕下来，大腿都酸疼了。不过有奖品领。 Fri Oct 11 09:59:27 2013 
[39.909668, 116.472549] 《少年PI》经典台词回顾： 1.人生也许就是不断地放下，然而令人痛心的是，我都没能好好地与他们道别。 2. 我非常感恩。 3. 科学让我们看到更多外在世界,而信仰让我们了解内心。 4. 信仰就像房子，可以有很多房间。 5. 最重要的是不要绝望！ 感谢李安导演。 Fri Oct 11 08:58:38 2013 
[39.915897, 116.477401] 北京朝阳 纯粹个人还有2台土豪金32Giphine5s 7200元 三里屯有发票小票没拆封 有要的朋友联系我！今天北京三个苹果店金色完全断货 中关村8000多 限量的大家预购从速！ Fri Oct 11 23:58:15 2013 
[39.907820905317, 116.47701593399] 现在这种状况感觉就跟已经听口了又摸到一张换口的牌，不同的是这是生活中的选择所以我不想随便来 Fri Oct 11 20:46:23 2013 
[39.909691, 116.476608] 感谢好友 专门从大连带给我的海产品！ Fri Oct 11 19:46:07 2013 
[39.907822, 116.477013] 五条经文牌天天有人请，天天有反馈！五条快要逆天了恭请加微信qyn2416 Fri Oct 11 13:34:55 2013 
[39.915508, 116.485008] 昨天晚上和小东西通了个电话，结束时我说：不早了，睡觉吧！小家伙打了个呵欠，妈妈挂了吧，晚安！全家人在那边都乐了，又是和大头儿子或大耳朵图图学的词吧！ Fri Oct 11 08:46:42 2013 
[39.919315, 116.480865] 有人说，如果你梦见一个许久未见面的人，那是代表对方正在遗忘你。。。 Fri Oct 11 00:55:31 2013 
[39.91557, 116.488596] 又看到海角七号，他们说每个人的心里都有一封寄不出去的情书，从你走的那天起在我心里已经给你写过好多封信. Fri Oct 11 20:52:17 2013 
[39.914741724, 116.49477481] 异常拥堵的北京早上！悲摧啊，公交司机下车开始闲聊，赶着上班的人们纷纷下午，走了五站地才到可以乘车的车站 Fri Oct 11 16:23:33 2013 
[39.907820905317, 116.47701593399] 你倆週日到底去不去啊，我說不是配圖這事不過這片片你倆要嗎 Fri Oct 11 12:25:55 2013 
[39.919419, 116.485077] 新款 男士 夹克 羽绒服 棉服 线衣 买 就 送http:// Fri Oct 11 09:00:26 2013 
[39.914921, 116.494308] 该来的总会来。该走的总会走。何必强求。为难自己。为难别人。 Fri Oct 11 06:24:52 2013 
[39.911888, 116.502948] 这两天我不淡定了，那么久了我竟然会一点查觉不到，我是有多笨，我该想想以后在哪工作了看来。QQ不能发还好有微博，让我宣泄宣泄吧!宣泄完让我入睡吧。。。。。。。。。。 Sat Oct 12 00:00:08 2013 
[39.915534558, 116.4898741] 是我有沟通障碍吗？怎么一跟我妈说话就要吵起来呢，我发现我的思想跟她的思想真的不一样！哎！忍！！ Fri Oct 11 21:19:19 2013 
[39.907993, 116.496666] 交警快来京通快速吧，公交专用道堵死了 Fri Oct 11 19:12:30 2013 
[39.914543151855, 116.50270843506] 来听听我唱的《红豆》,击败了全国0%的人. 试听地址 >> (通过 录制) Fri Oct 11 12:41:35 2013 
[39.916462, 116.487974] 票来了。7排1号…我有一种不好的预感。。我不会在边边上吧。。。。。。。 Fri Oct 11 09:07:37 2013 
[39.91785, 116.498848] 我这算什么秀！！哈哈哈哈哈哈！！ 超可爱的😘😘 Fri Oct 11 21:03:55 2013 
[39.91541, 116.5053] 我回来了，时间过得太tmd快了，非常非常的不想上班 Fri Oct 11 17:37:57 2013 
[39.916367, 116.514839] When love beckons to you, follow him, though his ways are hard and steep. （前行的路上，有艰难险阻的困惑，也有峰回路转的欣喜。）。 Fri Oct 11 12:55:36 2013 
[39.909204909, 116.52211159] 这头发也是剪剪更健康 😊 😊 周末逮着功夫儿剪头发去！ Fri Oct 11 21:23:01 2013 
[39.909206, 116.52211] 谁在四惠地铁公交枢纽附近丢了博美狗狗，狗狗一直在公交枢纽对着桥洞的路口徘徊，请主人速速认领 Fri Oct 11 18:54:29 2013 
[39.9159574, 116.52567892] 风吹过你的容颜，才发觉你是那么的美。你说，自从用了 ，每天都是开心的，因为不用担心流量，不用担心时长。原来，WiFi伴侣让你如此的不同。下载地址： Fri Oct 11 07:57:23 2013 
[39.917065, 116.53308] 终于还是俗不可耐的开始运用关系网了 有点讨厌这样的自己 就就像青春里的那句 我们终将变成那个自己讨厌的人 Fri Oct 11 20:57:01 2013 
[39.917564, 116.518219] 【蒙牛酸奶喝出异物 消费者要求赔偿遭拒】近日，李女士在蒙牛红枣酸牛奶中喝出黑色硬物，让原本正在哺乳期的她感到身体不适。更让她气愤的是，多次联系厂家却一直未给明确答复。李女士要求赔偿五千元，厂家表示难以接受。当记者询问赔偿意见是什么标准时，对方表示拒绝回答。 Fri Oct 11 17:45:41 2013 
[39.909206, 116.52211] 我擦、又感冒、难受死我了、这一夜对我来说、是度日如年呐！ Fri Oct 11 09:21:38 2013 
[39.908306, 116.556015] 不知道为什么，一些细小的头发老爱扎进肉里。好无聊啊，这种微博也发。为什么明天要补课！！又一天课求放假！ Fri Oct 11 19:44:30 2013 
[39.910762, 116.551307] 放收爱 Fri Oct 11 17:00:36 2013 
[39.911821, 116.549175] 找不到找不到找不到 , 连实习都找不到，究竟是哪里出了问题? Fri Oct 11 12:02:33 2013 
[39.90844, 116.556038] 昨晚的梦足够虐心,可能对于一个将死的人,才会把生活的各种要求降到最低,为了多看一眼那些爱的人. Fri Oct 11 09:08:41 2013 
[39.9183, 116.554008] 欺骗的话不必再说，你说的话“只是说说”而已！都是骗人的！ Fri Oct 11 20:38:38 2013 
[39.911903905834, 116.55378007862] 咱们的戏终于杀青了 感谢金牌编剧 感谢大牌摄像 感谢头牌演员 感谢名牌导演 感谢雕牌客串 另外 再感谢一下曾经稀里糊涂被我拉来又惨遭删戏的蓝一号 Fri Oct 11 16:54:39 2013 
[39.914425, 116.551208] 看书看到纽约时报对泰坦尼克号沉没的报道又激起了我再看一遍泰坦尼克号的欲望了 报道是经典 电影亦是经典 现在满脑子都是my heart will go on…… Fri Oct 11 14:41:51 2013 
[39.912388, 116.553261] 昨天10号发的为什么没发出去。阿阿阿〜 只能说今天祝昨天的我和10年时候的我纪念日快乐 有爱才会长久、祝愿我们一直这样长久下去 Fri Oct 11 12:39:45 2013 
[39.911972, 116.546829] 好吧，听到峥峥 和珍珍 的呼唤。我来了，爆素颜搓照~佳佳快来 Fri Oct 11 07:58:22 2013 
[39.9107921892, 116.570882592] 的邻居求你帮忙：“ 老婆最近想吃酸辣粉，请问艺水芳园附近酸辣粉做的最好吃的是哪家？跪谢” 来瓜子社区解答邻居的求助，送iPad mini、充值卡、pm2.5口罩等奖品 ；去帮助TA： Fri Oct 11 22:06:27 2013 
[39.919372, 116.565277] 蘑菇美肉包：将白色口蘑将把去掉，用开水炒一下，再用小刀将蘑菇里面稍家刮一下，将肉馅放好作料炒熟，放到蘑菇的肚子里，然后用奶酪或者用蛋黄酱将口盖住，上面放一粒枸杞子，码好放盘中，微波炉大火十分钟即可，白色的蘑菇黄色的蛋黄酱红色的枸杞子好看好吃． Fri Oct 11 21:04:40 2013 
[39.915199279, 116.57372283] 强烈建议这期节目有画面录播出来！ 呼唤一下！ Fri Oct 11 19:29:31 2013 
[39.913799, 116.562004] 亲爱滴小度，从2005年SJ哥哥们出道就喜欢他们了，就如圭贤那首《七年间的爱》，微博微信不停地发，都发到输入验证码不让发了，小度给个机会吧。想和亲故组成一片宝蓝色海洋为SJ哥哥们加油！ Fri Oct 11 14:23:39 2013 
[39.912937, 116.563469] 你这么萌所以诚实点儿告诉我你变成小卡是被狗啃的么！！！！！！剪卡器怎么能出来这德行你还能用么 Fri Oct 11 11:13:56 2013 
[39.915199, 116.573723] 哈哈 Fri Oct 11 19:55:37 2013 
[39.915019, 116.57402] 吃了姑姑晏，傣妈的长寿米线和提拉米苏蛋糕。还买了喜欢的礼物（我选的礼物。老姐付的钱）。。这一天满满的。很好。 Fri Oct 11 00:25:06 2013 
[39.91278, 116.58851] 没人理会你的死活，所以只有让自己变得更强大，再见，以前那个懦弱的自己 Sat Oct 12 00:00:31 2013 
[39.912781, 116.588509] 三崽儿的近照喷油圈里盗来的！求你们长点儿心，偏心太严重了吧？也照顾一下高端大气上档次的官皮嘛〜还有，李香淑，管理者表示严重嫌弃你，照片你自己看，两崽儿不是卖萌自拍就是秀恩爱，只有你，除了菜还是菜，菜啊，肉啊〜 Fri Oct 11 21:07:39 2013 
[39.91278, 116.58851] 去上班选择步行到地铁，早晚各20分钟，又找到锻炼身体的机会了。 Fri Oct 11 07:52:26 2013 
[39.915767, 116.60466] 〖考研日记10.11〗92年，一艘自香港驶向美国的货轮遇到风暴，装载的2万9千只黄鸭浴盆玩具落水，在大海上漂泊。十多年后当中一部分玩具开始抵达美加及冰岛等国家海岸，时间最久的漂流历经14年。这件事被后来被一名荷兰艺术家，用大黄鸭的形象演绎为坚持不懈追求自由与梦想的象征。 Fri Oct 11 07:13:05 2013 
[39.907658, 116.613403] 集体人民大学的走起 Fri Oct 11 12:07:58 2013 
[39.911763, 116.638325] 也许有一天，我们都会犯错，我们要约好，吵架的时候告诉自己，错误是短暂的，错过却是永远遗憾的 Fri Oct 11 17:21:17 2013 
[39.908543958, 116.63618247] Sometimes tiredness is also something to be enjoyed, as it shows that you're living life to the full. 累，有时候也是种享受，因为它让生活变得充实…… Fri Oct 11 17:59:31 2013 
[39.907222, 116.654434] 你最深爱你的人也许伤你最深，但是愿意被伤害，那就是另外一种感觉，你可以叫做“贱”，可是还是会死心塌地的！不知道以前的你受过多大的伤害，字里行间透着些许的不甘和落寞，但是没关系，我希望这里是你的终点！～～来自新浪微博第一次的问候，愿你一切安好！ Fri Oct 11 23:36:54 2013 
[39.90863, 116.664647] 心目中的粉红男神 Fri Oct 11 12:01:24 2013 
[39.911774, 116.680527] contacts a English teacher. Well voice. Megnitic. Love Fri Oct 11 23:51:53 2013 
[39.908863, 116.696266] 我不怪她，她有选择的权利，一定是我不够好，所以她才离开我，谁都不怪，怪自己。 Fri Oct 11 23:55:26 2013 
[39.905841, 116.737228] 今天天气不错，是风和日丽的。老爸放了学带我去晒太阳。于是乎被我发现了这个。知道这绿色是什么的请举手 Fri Oct 11 22:06:45 2013 
[39.925262, 116.104957] 我在听一首不错的歌曲《黄鸿升 - 超有感》，你也来听听吧！试听地址>>> (来自) Fri Oct 11 20:31:22 2013 
[39.927808, 116.10669] 从听别人说起你的消息 想想那时有你的日子遥不可及 到现在我们又重新相遇。该在的人兜兜圈圈总会还在一起。 你爱照相今天却一都没有照 年糕被我消灭的一口也没剩也没有留张照片 因为我知道未来还有很多时间。 Fri Oct 11 23:27:10 2013 
[39.92731, 116.110458] 总觉得内心一直在害怕 以至做了很多不自觉保护内心的行为或者说了一些不好听的话来掩盖 既伤了别人 也害了自己 我很讨厌这样 但又制止不住 我真的需要面对真实的自己 那个弱小的自己 只有真正承认自己的弱小 撕去那虚伪的面具才能让自己更强大 才能真正的强大 发自内心 晚安 Fri Oct 11 23:21:59 2013 
[39.924697, 116.129005] 晚安老婆。爱你。乖乖睡觉昂 Fri Oct 11 23:00:39 2013 
[39.92739, 116.18473] 石景山喜隆多大火后废墟，现在的状态，交通还在管制中！ Fri Oct 11 17:43:59 2013 
[39.92739, 116.18473] 前三张是今天早上六点二十左右，后面四张是刚才12点左右的情况。。外表看来是越着越大啊。。。。。。。现在里面还在冒烟🍁🍁🍁 Fri Oct 11 12:18:52 2013 
[39.927391, 116.184731] 喜隆多快烧没了，麦当劳没有了 Fri Oct 11 10:24:20 2013 
[39.92739, 116.18473] 天意，你兄弟 天宇失火了。。 Fri Oct 11 07:41:18 2013 
[39.91703, 116.201073] 我上了你微信我眼很疼，有点发烧，但是我还是不安，晚上你又不理我了，不知你是睡了，还是不想里我。今天对不起让你担心了，我真的只想和你好好走下去，相信我好吗？ Fri Oct 11 23:44:49 2013 
[39.929756, 116.194809] 石景山商场发生火灾！今天凌晨石景山苹果园东口喜隆多起火，火至少凌晨2时开始燃烧。五时许到现场时只有商场西侧冒浓烟，六时十分左右，中间开始出现明火，随后向东侧蔓延。目前火势已被控制。消防队员辛苦了！祈祷平安！ Fri Oct 11 12:38:38 2013 
[39.92607, 116.20386] 东口还在堵车。。。明儿早晨要走着上班儿了。。。 Fri Oct 11 22:02:53 2013 
[39.926071, 116.203857] 10月11日02点59分，119指挥中心接到报警，石景山苹果园东口喜隆多商场发生火灾，指挥中心立即调派15个中队，49辆消防车赶往现场进行处置。目前无人员伤亡。现场火灾正在扑救中。请社会车辆尽量绕行此路段避免发生交通拥堵。 Fri Oct 11 08:59:14 2013 
[39.91768, 116.19705] 大早上的喜隆多失火毁掉半边，希望没人受伤，交通管制希望我别迟到。 Fri Oct 11 07:00:51 2013 
[39.924471, 116.212396] 今天是个黑色星期五，我购物的路上和一个电动三轮车撞上了，他撞到我的后车门部位。一车货全散落在地上好在人没伤到。我要找交警处理在打电话时小伙子把货装好开车就跑了。我的车有两处有伤。我也没追。回家吃过饭，孩子睡觉我锁上门去提车里的东西＜转下条＞ Fri Oct 11 15:04:09 2013 
[39.9248, 116.21222] 从三点回来到现在。打的我想吐。。 Fri Oct 11 00:07:25 2013 
[39.926781057, 116.21905443] 生活中的一切都值得用心揣摩，琢磨出最舒心，最快乐，最阳光的生活态度和方式，告别单调乏味，走向多姿多彩。 Fri Oct 11 23:23:25 2013 
[39.916854, 116.256474] 今天回家发现狗狗溺水了，瞬间崩溃了，给妈妈打电话，妈妈说晚上陪我埋了它叫我别哭了。有妈妈真好，我自己真的会一直哭。好难过，我很爱的玛齐朵，一心想喂它结果看到这一幕，希望你早日投胎做人，我为你祈祷。 Fri Oct 11 19:02:52 2013 
[39.927422, 116.262032] MAZDA 3 升级2.5冷锻强化发动机总成 2.5T涡轮待续 Fri Oct 11 16:51:31 2013 
[39.91372, 116.27344] 新的一天来临前1分钟，跑上6楼到了家门口，特别幸福！！！ Fri Oct 11 23:59:53 2013 
[39.916138, 116.282867] 我的婷婷、一定要幸福、明天你就要嫁人了、虽然我因为工作参加不了、但是祝福放在我心底、说不出来的滋味！愿一切都好！记得我们一直都在！一直都在、儿时的纯真在你这里一直不变！你懂得！ Fri Oct 11 20:12:09 2013 
[39.915042, 116.281928] 今天海淀空气质量指数为49, 优。所有人群可在户外正常自由活动。 2013-10-11 05:00发布。好像在我的记忆里是最好的 Fri Oct 11 07:14:24 2013 
[39.9290232568, 116.289087718] Just posted a photo with Instagram 玲珑公园 Linglong Park Fri Oct 11 15:23:28 2013 
[39.926685, 116.315338] Fri Oct 11 21:44:35 2013 
[39.929031, 116.307991] 讨厌被最信任的人背后捅刀子 真的让我很意外 真的让我很难受.真的是牙咬碎了往肚子里咽啊.不要再善良 Fri Oct 11 13:48:39 2013 
[39.923423, 116.298222] 我站在树上，学习像鸟一样飞翔，虽然知道这不可能，可还是要试一试，风来了，临风飞舞，我感到无比幸福。Good morning! Fri Oct 11 09:54:00 2013 
[39.915058, 116.303642] 今天辛苦啦、有你陪着我真好~爱你 晚安❤ Fri Oct 11 00:26:36 2013 
[39.927097, 116.316558] 喜欢少女时代呀，求小度赐票呀，想去看演唱会，图以已截，也艾特小度了！ Fri Oct 11 22:19:08 2013 
[39.926685, 116.315322] Fri Oct 11 21:44:50 2013 
[39.919613, 116.310272] 上课的时候忽然想起有个人，吃炒豆合作社时把土豆泥上的小红旗最后插到了披萨🍕的青椒块上二了吧唧的🙊 Fri Oct 11 10:13:14 2013 
[39.92773, 116.32513] 话说师兄你这是神马表情 ，不过生日快乐 Fri Oct 11 14:47:29 2013 
[39.924019, 116.323502] 一个人并不孤单，想你的时候才是最孤单的… Fri Oct 11 09:02:45 2013 
[39.927659, 116.337832] 擦 脚又疼了 难道今天路走多了 还脚筋还没长好？？ 快点让我入睡吧 Fri Oct 11 23:57:35 2013 
[39.92495, 116.33139] 嘿嘿，怎么样帅气吧。 Fri Oct 11 09:35:34 2013 
[39.916477, 116.352287] 不知道这次你要离开多久 只希望你开心幸福 我们都在等着你 早日归来 Fri Oct 11 19:24:06 2013 
[39.921937, 116.335474] 好累，最近发生了好多事儿。精神疲惫，身体也疲惫不堪。失去了就是永远……心痛的感觉我是尝到了 Fri Oct 11 17:02:06 2013 
[39.92345, 116.35397] 急求帮忙解答:在北京阜外心血管医院做心脏射频消融手术，术前医生建议买人寿的800元的保险，这个保险有啥用？当时医生一讲我还以为在推销呢！医院不强求买！ Fri Oct 11 07:57:17 2013 
[39.924038, 116.355031] 从天津西南溜达到天津东北，开始以为这是金领公寓呢，后来发现方向走错了，好像位置差的还很远。搜地点还搜不出来，居然告诉我现在在北京？ Fri Oct 11 21:27:11 2013 
[39.913374915, 116.35908144] 做到一道题，妈妈姐姐弟弟外出散步，妈妈先行，走了100米，姐弟再出发。三个人速度，妈妈60姐姐80弟弟160，弟弟追上妈妈回头找姐姐，找到姐姐回头找妈妈，循环往复……直到大家相遇……我觉得这弟弟是不是脑子瓦特了？！………… Fri Oct 11 14:31:18 2013 
[39.92345, 116.35397] 男人都花心，不代表男人都出轨。女人都爱钱，不代表女人都贪财。一个是心态，一个是行为。人的心态不可能永远高尚，最多就是不让坏行为发生。所以说，男人花心而不乱，女人爱钱而不贪，就已经很好了。忠贞不是说出来的，而是做出来的。发誓越多越骗人，少说多做。 Fri Oct 11 09:42:22 2013 
[39.91478, 116.359283] 这个点儿，今晚丹麦和意大利的比赛看来可以回家直接看了 Fri Oct 11 23:55:59 2013 
[39.918812, 116.375061] 不错的好吃的云南火锅 各种好吃的，还会再来的只是网友们说好的跳跳糖呢？酸奶换了配料嘛 Fri Oct 11 20:41:29 2013 
[39.9202, 116.365875] 我讨厌高端大气上档次的炫富，所以低调奢华有内涵的我就从来不说自己用什么手机在哪里！ (来自iPhone 5S 64G 土豪金镶钻防弹版 VIP微博客户端） 1分钟前，迪拜 Fri Oct 11 23:47:41 2013 
[39.9139922911, 116.373309766] 我在海底捞火锅(西单店)。鹍导大放血啦～今天无比幸运撒～ Fri Oct 11 20:44:35 2013 
[39.917949, 116.36605] 我只是想说，坐公交真好，已经有wifi覆盖免费上网了！ Fri Oct 11 09:26:17 2013 
[39.922844276, 116.3816535] 小儿脑外就是一出出惨剧，不是生，就是死，还有一种叫生不如死。 Fri Oct 11 04:46:15 2013 
[39.919325, 116.401655] 凡客买的，9元特价，XL尺码，前面这个小花比较二，确实透，不推荐男士购买。 Fri Oct 11 20:18:03 2013 
[39.916096, 116.411179] 传说中的哈尔滨老字号大冰棍奶味够足〜逛个小街，看个电影🎬 Fri Oct 11 18:46:21 2013 
[39.916096, 116.411179] 世界各国的老式汽车🚗。现在还能看到。不容易。估计开着也挺有范儿的 Fri Oct 11 10:53:42 2013 
[39.917694, 116.418213] 来了北京三天除了睡觉手都未暖过的，他们说这才是秋天，天呐在广州这样的天气是过冬了吧，但是一个人的出差却感受到一个人旅行的意义噢，无敌开心 Fri Oct 11 20:30:29 2013 
[39.922512, 116.410011] 在生活中人们有许多的不如意，两会中每每的教育，住房，交通等诸多矛盾议题。专家学者纷纷商讨调研解决办法。百姓也多多的点评或建议，但采取的有成效满意的知多少呢?惑！ Fri Oct 11 15:53:12 2013 
[39.929337, 116.418396] 心情不好来块蛋糕吧 Fri Oct 11 14:20:22 2013 
[39.916096, 116.411179] 唐！北！京！！你看哥在哪！ Fri Oct 11 11:53:12 2013 
[39.924506921, 116.426276931] 我在朝内小街。我对不起大家。。800天没用街旁了。。好友请求我的手都按同意按疯了💆💆 Fri Oct 11 10:09:52 2013 
[39.924438, 116.434509] 哈哈哈哈。美术课老师让画点线面..随意构思 果断想到我晨哥 哎哟妈呀 老霸气了.！ Fri Oct 11 18:49:18 2013 
[39.92323775, 116.43138] 猜猜我在哪里开会！ Fri Oct 11 16:59:25 2013 
[39.915592, 116.41999] 我实在是不知道自己每天生活如此 是因为什么造成的？还是因为性格吧呵呵。所以无论从内到外都觉得难受。好累。 Fri Oct 11 13:10:44 2013 
[39.917767, 116.429344] 美肤达人都觉得很好用哦扔掉用了4年的雅诗兰黛！albion健康水用起来 Fri Oct 11 09:00:13 2013 
[39.920444, 116.443023] 真不知道洞房花烛时，老公烂醉如泥，我是偷菜还是逛超市还是和姐妹痛那个通宵狂欢好呢 Fri Oct 11 23:58:05 2013 
[39.924438, 116.434509] 【回信】： 待卿长发及腰，我必凯旋回朝。昔日纵马任逍遥，俱是少年英豪。东都霞色好，西湖烟波渺。执枪血战八方，誓守山河多娇。应有得胜归来日，与卿共度良宵。盼携手终老，愿与子同袍！ Fri Oct 11 18:48:06 2013 
[39.918163, 116.437096] 一个人坐着耗时间，到四点还有好几个小时呢。希望一会儿一切顺利，不会白白浪费时间和精力！ Fri Oct 11 13:07:28 2013 
[39.924438, 116.434509] 现因搬家原因诚意出售浩沙健身房(东直门东环店) 年卡及私教课时均为2013年9月初办理的！年卡:原价2400元 现价2000元 私教课时卡:剩余10课时 单次课时240元 现价2000元(内含转卡费600元) 另:可同时收购年卡及私教课时卡者可面议价格 非诚勿扰！联系方式:13520587404 Fri Oct 11 08:51:29 2013 
[39.914155, 116.434007] 果哥来了一阵就会很傻逼半夜空虚寂寞敏感脆弱愤怒伤感留恋多情结合一体一盒烟抽了快一半了。。明天是一个覆盖北京32万学生得客户吼住！ Fri Oct 11 00:30:18 2013 
[39.917905, 116.439211] 我在，【今天北京阳光明媚】午休时，卡片机拍摄！ (免费下载http:// ) Fri Oct 11 22:51:56 2013 
[39.926311, 116.447517] 還有20分鐘就要播出了！找包廂看江蘇衛視。3個月的努力就是現在。 Fri Oct 11 21:41:41 2013 
[39.9220921813, 116.440163841] PepperLunch真的是要多加pepper多加甜辣酱才有滋有味 Fri Oct 11 20:53:15 2013 
[39.924931, 116.435806] 小度！你能明白穷孩子想看演唱会的心么！你快眷顾我吧！ Fri Oct 11 19:54:14 2013 
[39.926311, 116.447517] 想跟有戏说的话：我跟你说的话，只是我想跟你说的话，并不是给你的命令。你只要听从自己的心，遵循上帝的命令，就一定能过好自己的生活。 Fri Oct 11 18:51:07 2013 
[39.922860895312, 116.44881885502] 有球打，还有高峰论坛，黔山论道，移动互联时代商业机会与竞争！ Fri Oct 11 17:56:12 2013 
[39.922426, 116.444234] 我的小黄鸭终于到了 万恶的韵达明明没来居然说我家里没人联系不上 还让我自己下楼去拿 妈蛋 还好我的小鸭子没坏 Fri Oct 11 16:50:33 2013 
[39.926311, 116.447517] 小henry生日快乐噢，好可爱，为了和你合影，二姐都说我叛变了。 Fri Oct 11 15:37:35 2013 
[39.926311, 116.447517] 动物园闲逛啊 Fri Oct 11 14:42:01 2013 
[39.9219513247, 116.439979997] 我在胡椒厨房(悠唐店)，和 在一起。又一次把胡椒厨房推荐给了好友，嘿嘿！ Fri Oct 11 13:30:19 2013 
[39.923599, 116.438438] Life is not about waiting for the storm pass, it's about learning to dance in the rain. Fri Oct 11 12:29:43 2013 
[39.916635, 116.439812] 想你，你能感觉到吗，虽然对你怨过，但不恨你，谁叫我无怨无悔的爱上你！只是不想从你嘴里听到把我推向别人，那种感觉很难受，你懂吗！现在的我只想静静的一个人，谈朋友现在还不从想，因为我还放不下你，如果哪天我谈了，那说明你在我心里的烙印已经消失了！！ Fri Oct 11 01:16:34 2013 
[39.917435, 116.458427] Fri Oct 11 20:54:33 2013 
[39.91989, 116.45128] 觉得这个毛毛鞋好可爱，但是买了之后发现不一样啊，店员说第一双是被试穿太多次造成的回家拿钢刷刷去 Fri Oct 11 19:57:28 2013 
[39.918182, 116.459872] 一个人的经验、认识和能力，既是立身处世的基础，也会成为他的局限所在。自以为是的人，往往很难逃出这种局限。惟有了解缘起无我的真相，才能客观审视自己的存在，从而摆脱局限。 Fri Oct 11 13:23:57 2013 
[39.926458, 116.455841] 玩了武汉这么多密室，还是觉得 的最给力，环境,创意,难度都很不错。。。过年回武汉再战哦。。 Fri Oct 11 10:46:57 2013 
[39.926311, 116.447517] 喝道所有的酒吧都关门了 我已经醉了睡了又醒了 这个点是睡觉还是直接洗澡吃早餐啊？ Fri Oct 11 04:41:13 2013 
[39.916908, 116.467575] 前所未有的紧迫感！感谢这样的感觉！ 给自己多点宽容，加油！加油！还有3个月。 Fri Oct 11 23:49:09 2013 
[39.917297, 116.467308] 破鸡吧A6挂个京N的牌子还跟那拉警笛装逼玩呢，也就是我今天没开车要不非得来个急刹车让你呀亲吻我的肛门 Fri Oct 11 09:03:08 2013 
[39.922969682572, 116.48582760542] 话说，之前手贱刷了小米的MIUIV5，后来又刷回三星官方ROM，发微博还显示小米手机 Sat Oct 12 00:00:07 2013 
[39.927627, 116.472244] 有肥肠和回锅肉的人生便是完美的人生，晚安，我二分之一的人生……… Fri Oct 11 21:06:06 2013 
[39.923172, 116.485825] 哈哈哈哈这个怎么这么像你 Fri Oct 11 01:47:38 2013 
[39.914267, 116.489981] 回到北京这一碗面实在是太着地气了 O(∩_∩)O~ 的汪小奇今天下架了…… Fri Oct 11 21:04:40 2013 
[39.923172, 116.485825] 六号线四节车厢捡拾的小广告 有的在扶手上 有的在地上。免得再利用 撕了 扔掉。我爱我的北京！ Fri Oct 11 10:58:46 2013 
[39.92325, 116.48656] 新款 男士 夹克 羽绒服 棉服 线衣 买 就 送http:// Fri Oct 11 08:57:32 2013 
[39.919476, 116.495993] 忆江南，双鹤恋日（题摄影作） :天披彩，蜜月渡高枝。双鹤良缘情脉脉，—巢喜气梦依依。吻日醉如痴。刘玉斋 Fri Oct 11 22:32:41 2013 
[39.914267, 116.489981] 回到北京这一碗面实在是太着地气了 O(∩_∩)O~ 的汪小奇今天下架了…… Fri Oct 11 21:05:01 2013 
[39.914742, 116.494774] 俏十岁面膜，2013.10最新烟盒包装，北京总部代购，现货，支持专柜验货，量大可批发。 Fri Oct 11 14:35:38 2013 
[39.923173326, 116.485822241] 租房合同到期，刚收拾完东西，以后要每天往返于顺义与朝阳“取经”了 Fri Oct 11 01:17:19 2013 
[39.91521, 116.50242] 和老公、吃个饭！新开的！台湾菜！也就那么回事！！！！！ Fri Oct 11 13:35:13 2013 
